company_name|license_number|licensee_type_cd|licensee_type_cd|expiration_date|address1/city/state/zip|phone_number_type|phone|qualifying_individual|license_type2
16948 S GOLDEN RD UNIT F GOLDEN, CO 80401|04|Fire Class|C|Fire|Alarm|Systems|07/24/2013|Primary Phone|Scott Berkman|720-458-8411
210 BRYANT ST DENVER, CO 80219|04|Fire Class|C|Fire|Alarm|Systems|01/28/2016|24hr Phone|Steve Silverthorn|303-806-0464
13739 CR 25 1/2 PLATTEVILLE, CO 80651|04|Fire Class C Fire|Alarm|Systems|12/19/2015|Primary Phone|Ean Logan|970-785-0601
4800 W 60TH AVE ARVADA, CO 80003|02|Fire Class|A|Fire|Sprinkler Systems|03/20/2016|24hr Phone|Connie Smith|303-466-8800|04|Fire Class|C|Fire|Alarm Systems|10/22/2015
PO BOX 2075 BOULDER, CO 80306-2075|04|Fire Class|C|Fire|Alarm Systems|03/27/2016|Primary Phone|John Rode|303-358-7111
6766 E CR 18 JOHNSTOWN, CO 80534|04|Fire Class|C|Fire|Alarm Systems|03/06/2013|Primary Phone|Clifford Fiske|970-667-9569
SERVICES|23|Mechanical Class B Commercial|&|Residential|04/01/2015|4530 S DECATUR ST ENGLEWOOD, CO 80110|303-980-5544|Stephen Korff
2771 W MANSFIELD AVE ENGLEWOOD, CO 80110|23|Mechanical Class B Commercial|&|Residential|08/09/2015|24hr Phone|Michael Morris|303-806-5400
ATTN: LICENSING HOUSTON, TX 77056|04|Fire Class|C|Fire|Alarm|Systems|10/21/2015|Phone 1|303-937-9300|Sarah Kerrigan|713-860-1561
1501 LEE HILL RD #24 BOULDER, CO 80304|18|General Contractor|Class|D-8|Requires|a|Permit|04/04/2012|24hr Phone|Tony Boniface|303.443.0115
11437 W 1-70 FRONTAGE RD N WHEAT RIDGE, CO|04|Fire Class|C|Fire|Alarm|Systems|04/17/2016|80033-2101|303-202-5030|Paul Parsons
6425 E 162ND DR BRIGHTON, CO 80602|04|Fire Class|C|Fire|Alarm|Systems|12/18/2010|Primary Phone|Jennifer Mahaffey|720-220-7878
595 QUIVAS ST DENVER, CO 80204|04|Fire Class|C|Fire|Alarm|Systems|03/13/2015|Primary Phone|James Mc Gurk|303-605-2100
PO BOX 964 CASTLE ROCK, CO 80114|04|Fire Class|C|Fire|Alarm|Systems|03/09/2011|Primary Phone|Randall Mills|720-353-9812
Primary Phone|303-638-4562|18|General Contractor Class D-8 Requires|a|Permit|03/13/2014|Responsible:|LIC-0010511|303-595-9559|Bruce Haase|Scott Franklin|01|Electrical|01/27/2017
24hr Phone|720-494-9544|23|Mechanical Class B Commercial|&|Residential|01/27/2015|Responsible:|LIC-0007655|970-532-9900|Trent Malm|Heubert Mueller|01|Electrical|11/04/2017
8081 E ORCHARD RD STE 190 GREENWOOD VILLAGE,|04|Fire Class C Fire|Alarm|Systems|08/27/2015|CO 80111|303-706-9260|Terry Pagett
5035 CHAPARRAL CT BOULDER, CO 80301|23|Mechanical|Class|B|Commercial|&|Residential|09/05/2015|24hr Phone|Tom Robichaud|303-442-3355|27|Plumbing|09/05/2015
4433 E COUNTY LINE RD ERIE, CO 80516|04|Fire Class|C|Fire|Alarm|Systems|04/03/2016|Primary Phone|Trevor Parmenter|303-419-3710
2101 WCR 27 FT LUPTON, CO 80621|04|Fire Class|C|Fire|Alarm|Systems|05/10/2015|24hr Phone|303-659-7481|Patricia Medlin|303.659.7481
146 YUMA ST DENVER, CO 80223|04|Fire Class|C|Fire|Alarm|Systems|06/14/2015|Primary Phone|James Selecky|303-407-6606
AA PLUMBING SERVICES, INC|LIC-0003020|26|Mechanical Class|E|Boilers, Water|Heat &|Hydronics|08/04/2015|PO BOX 5 LONGMONT, CO 80501|303-776-7911|Vincent Kelley|27|Plumbing|08/04/2015
5550 MARSHALL ST ARVADA, CO 80002|24|Mechanical Class|C|1 & 2 Dwelling|Units|08/21/2015|24hr Phone|Mike Enright|303-313-3333|27|Plumbing|07/18/2015
AMERICAN MECHANICAL SERVICES|LIC-0001347|26|Mechanical Class|E|Boilers, Water|Heat & Hydronics|04/12/2016|6810 S TUSCON WAY CENTENNAIL, CO 80112|303-806-7300|Ronald Timmons|27|Plumbing|08/28/2015
AMERICAN RESIDENTIAL SERVICES|LIC-0001591|23|Mechanical Class|B|Commercial &|Residential|10/28/2015|15750 E CENTRETECH CIR AURORA, CO 80011|303-418-6029|303-418-6001|David Gosnell|27|Plumbing|10/28/2015|28|Right-of-Way|10/28/2015
AMI MECHANICAL INC|LIC-0004316|22|Mechanical Class|A|All UMC Work|03/31/2016|12141 PENNSYLVANIA ST THORNTON, CO 80241|303-280-1401|Manuel Gonzales|27|Plumbing|03/31/2016
ANDY SWEETSER PLUMBING, LLC|LIC-0010285|26|Mechanical Class|E|Boilers, Water|Heat & Hydronics|03/12/2016|3060 E BRIDGE ST #169 BRIGHTON, CO 80601|303-641-5171|Andy Sweetser|27|Plumbing|03/12/2016
ELECTRIC|22|Mechanical Class|A|All UMC Work|10/27/2015|5000 W 29TH AVE DENVER, CO 80212|303-458-5988|John Ward|27|Plumbing|04/11/2016
B & D PLUMBING & HEATING, INC|LIC-0001010|23|Mechanical Class|B|Commercial &|Residential|01/13/2016|2525 FRONTIER AVE BOULDER, CO 80301|303-492-1692|303-444-7690|John Dillie|27|Plumbing|01/13/2016
BAGI MECHANICAL, LLC|LIC-0003607|22|Mechanical Class|A|All UMC Work|12/12/2015|6859 N FOOTHILLS HWY BOULDER, CO 80302|303-434-8273|Wendi Bagi|27|Plumbing|12/10/2015
BARDAY PLUMBING & MECHANICAL|LIC-0002880|23|Mechanical Class|B|Commercial &|Residential|04/18/2015|1104 CHERRYVALE RD BOULDER, CO 80303|303-440-9411|Tom Barday|27|Plumbing|06/12/2015
BERNIE'S PLUMBING & HEATING CO|LIC-0004203|24|Mechanical Class|C|1 & 2 Dwelling|Units|07/07/2015|1501 LEE HILL RD UNIT 8 BOULDER, CO 80304|303-442-7060|Michael Himes|27|Plumbing|08/13/2015
BILL NANCE PLUMBING & HEATING|LIC-0004369|26|Mechanical Class|E|Boilers, Water|Heat &|Hydronics|12/22/2015|PO BOX 38 BRIGHTON, CO 80601|303-659-1597|Karl Nance|27|Plumbing|12/22/2015
BUILDING TECHNOLOGY SYSTEMS INC|LIC-0009738|22|Mechanical|Class|A|All UMC Work|02/11/2016|490 E 76TH AVE UNIT C DENVER, CO 80229|303-744-2235|Michael Black|27|Plumbing|09/10/2015
CENTENNIAL PLUMBING & HEATING|LIC-0003659|24|Mechanical|Class|C|1 & 2 Dwelling|Units|08/18/2015|4975 KELSO RD BOULDER, CO 80301|303-581-4181|303-516-1055|Mark Posthumus|27|Plumbing|08/18/2015
6056 E BASELINE RD #155 MESA, AZ 85206|26|Mechanical|Class|E|Boilers,|Water|Heat|&|Hydronics|02/24/2016|Phone 1|866-692-5273|Anton Tchakarov|888-828-0707|27|Plumbing|02/24/2016
COLORADO HEATING COOLING INC|LIC-0009870|26|Mechanical|Class|E|Boilers,|Water|Heat|&|Hydronics|01/28/2016|7100 BROADWAY ST UNIT 6E DENVER, CO 80221|303-280-5765|Larry Benavidez|27|Plumbing|01/28/2016
CONNECTION PLUMBING AND|LIC-0008737|26|Mechanical|Class|E|Boilers,|Water|Heat|&|Hydronics|10/17/2015|HEATING|David Lindberg|27|Plumbing|10/17/2015
COUNTRY PLUMBING & HEATING INC|LIC-0001545|26|Mechanical|Class|E|Boilers,|Water|Heat|&|Hydronics|09/16/2015|1255 ROCK CREEK CIR LAFAYETTE, CO 80026|303-666-4480|Thomas Jurhs|27|Plumbing|04/26/2015
DAVE ARCH PLUMBING LLC|LIC-0010310|26|Mechanical|Class|E|Boilers,|Water|Heat|&|Hydronics|07/16/2015|202 BUCK RAKE BLVD PLATTEVILLE, CO 80651|303-249-1869|David Archambault|27|Plumbing|07/16/2015
DELUXE PLUMBING & HEATING|LIC-0001362|26|Mechanical|Class|E|Boilers,|Water|Heat|&|Hydronics|10/21/2015|PO BOX 668 FIRESTONE, CO 80520|303-833-2422|Rick Renoad|27|Plumbing|10/21/2015
DONE SERVICE GROUP, INC|LIC-0005272|26|Mechanical Class E Boilers, Water|Heat & Hydronics|01/15/2016|541 NORFOLK ST AURORA, CO 80011|303-343-0032|Jeff & Kimberly Metz|27|Plumbing|01/16/2016
E PLUMBUS UNUM LLC|LIC-0009749|26|Mechanical Class|E|Boilers, Water Heat & Hydronics|10/16/2015|4531 ABERDEEN PL BOULDER, CO 80301|303-870-9696|Davis Allen|27|Plumbing|08/18/2015
ECONOMY PLUMBING HEAT & AIR INC|LIC-0006576|23|Mechanical Class|B|Commercial & Residential|01/16/2016|14881 E COUNTY LINE RD LONGMONT, CO 80504|303-834-8101|Travis Alps|27|Plumbing|01/16/2016|28|Right-of-Way|01/16/2016
ENERGY WISE HOMES|LIC-0009994|24|Mechanical Class|C|1 & 2 Dwelling Units|11/17/2015|3410 S COUNTY ROAD 31 LOVELAND, CO 80537|970-776-8009|Frank Parrish|27|Plumbing|11/17/2015
FRONT RANGE PLUMBING CO INC|LIC-0001173|26|Mechanical Class|E|Boilers, Water|Heat & Hydronics|08/20/2015|11071 IRMA DR NORTHGLENN, CO 80233|303-451-1971|James Hulbert|27|Plumbing|08/20/2015
GARY SMITH PLUMBING & HEATING|LIC-0002543|26|Mechanical Class|E|Boilers, Water|Heat & Hydronics|05/15/2015|2250 DARTMOUTH AVE BOULDER, CO 80305|303-543-9096|Gary Smith|27|Plumbing|05/15/2015
GESSNER PLUMBING & MECHANICAL|LIC-0008524|23|Mechanical Class|B|Commercial &|Residential|11/30/2015|INC|303-847-5595|Eli Gessner|27|Plumbing|06/25/2015
GLACIER PLUMBING & HEATING|LIC-0003344|26|Mechanical Class|E|Boilers, Water|Heat & Hydronics|10/18/2015|PO BOX 439 ERIE, CO 80516|303-666-8646|Dennis Stoley|27|Plumbing|10/18/2015
GOLDEN WEST PLUMBING, HEATING &|LIC-0008334|22|Mechanical Class|A|All UMC Work|03/04/2016|AC|28|303-433-6077|Marco Linares|27|Plumbing|09/23/2015|Right-of-Way|03/06/2016
GRIMSDALE PLUMBING AND HEATING|LIC-0003960|26|Mechanical Class|E|Boilers, Water|Heat|&|Hydronics|02/20/2016|4255 N 119TH ST LAFAYETTE, CO 80026|303-828-3983|James Grimsdale|27|Plumbing|02/20/2016
HABITAT PLUMBING & HEATING|LIC-0003958|26|Mechanical Class|E|Boilers, Water|Heat|&|Hydronics|08/15/2015|3844 17TH ST BOULDER, CO 80304-1201|303-444-1969|Brian Moody|27|Plumbing|10/21/2015
HEATING & PLUMBING ENGINEERS INC|LIC-0010740|22|Mechanical Class|A|All UMC Work|10/29/2015|407 W FILLMORE PL COLORADO SPRINGS,|719-633-5414|Kelly Eustace|CO 80907|27|Plumbing|11/24/2015
KIMMEL MECHANICAL, INC|LIC-0001790|22|Mechanical|Class|A|All UMC Work|08/15/2015|4975 PARIS ST DENVER, CO 80239|303-322-8144|Neal Kimmel|27|Plumbing|11/19/2015
L & L PLUMBING INC|LIC-0009839|26|Mechanical|Class|E|Boilers, Water|Heat & Hydronics|05/09/2015|PO BOX 555 IDAHO SPRINGS, CO 80452|303-489-7491|Ronald Leatherwood|27|Plumbing|05/09/2015
LAKEWOOD PLUMBING LLC|LIC-0004353|26|Mechanical|Class|E|Boilers, Water|Heat & Hydronics|03/02/2016|9800 W 44TH AVE WHEAT RIDGE, CO 80033|303-233-7007|James Dravage|27|Plumbing|03/02/2016
LANDGRAF PLUMBING & HEATING, INC|LIC-0003865|23|Mechanical|Class|B|Commercial &|Residential|12/03/2015|3820 FOREST ST DENVER, CO 80207|303-399-4000|Robert Landgraf|27|Plumbing|09/20/2015
LEGACY MECHANICAL, INC|LIC-0008989|22|Mechanical|Class|A|All UMC Work|02/14/2016|1455 S PLATTE RIVER DR DENVER, CO 80223|720-898-3446|Scott Krum|27|Plumbing|02/14/2016
MATRIX PLUMBING INC|LIC-0005014|26|Mechanical|Class|E|Boilers, Water|Heat & Hydronics|06/18/2015|PO BOX 1984 LONGMONT, CO 80502-1984|303-772-3395|Mitchell Ingham|27|Plumbing|06/18/2015
MECHANICAL MASTERS, INC|LIC-0006539|23|Mechanical|Class|B|Commercial &|Residential|01/10/2016|4217 E VINE DR FORT COLLINS, CO 80524|970-221-0101|Brent Wright|27|Plumbing|01/10/2016
MESA PLUMBING & MECHANICAL INC|LIC-0002566|23|Mechanical|Class|B|Commercial &|Residential|10/17/2015|P O BOX 17638 BOULDER, CO 80308|303-494-6505|Charles Teschner|27|Plumbing|10/17/2015
MIDLANDS MECHANICAL INC|LIC-0003717|22|Mechanical|Class|A|All UMC Work|01/06/2016|5500 HAVANA ST UNIT A DENVER, CO 80239|303-650-5990|Adam Burns|27|Plumbing|08/31/2015
MIKE WILSON PLUMBING & HEATING|LIC-0003410|23|Mechanical Class|B|Commercial &|Residential|03/05/2010|175 S 42ND ST BOULDER, CO 80303|303-499-4102|Michael Wilson|27|Plumbing|04/16/2015
MOUNTAIN AIRE MECHANICAL LLC|LIC-0008436|22|Mechanical Class|A|All|UMC|Work|01/21/2016|1415 E 58TH AVE DENVER, CO 80216|303-862-3990|Timothy Berdahl|27|Plumbing|10/07/2015
MTECH MECHANICAL TECHNOLOGIES|LIC-0006509|22|Mechanical Class|A|All|UMC|Work|07/16/2015|12300 PECOS ST WESTMINSTER, CO 80234|303-650-4000|Steven Kugler|27|Plumbing|05/13/2015
MURPHY COMPANY MECH CONT &|LIC-0002192|22|Mechanical Class|A|All|UMC|Work|08/10/2015|ENG|28|303-371-6600|Robert Mathisen|27|Plumbing|11/29/2015|Right-of-Way|04/25/2016
NOAH PLUMBING & HEATING INC|LIC-0004418|22|Mechanical Class|A|All UMC Work|02/12/2016|1881 SEADRIFT DR WINDSOR, CO 80550|303-530-5530|Galen Smith|27|Plumbing|02/12/2016
NORM'S PLUMBING AND HEATING|LIC-0004174|26|Mechanical Class|E|Boilers, Water|Heat|&|Hydronics|02/17/2016|2629 SPRUCE ST BOULDER, CO 80302|303-447-1134|Douglas Vojta|27|Plumbing|02/17/2016
NORTHSTAR MECHANICAL INC|LIC-0003976|26|Mechanical Class|E|Boilers, Water|Heat|&|Hydronics|11/17/2015|7198 GLACIER VIEW RD LONGMONT, CO 80503|303-530-3698|Douglas Stockwell|27|Plumbing|11/17/2015
NOTHNAGLE PLUMBING & HTG|LIC-0001220|26|Mechanical Class|E|Boilers, Water|Heat|&|Hydronics|03/24/2016|PO BOX 504 LOUISVILLE, CO 80027-0504|720-217-4916|Jeremy Nothnagle|27|Plumbing|03/24/2016
PEEK'S PLUMBING & MECHANICAL,|LIC-0010412|26|Mechanical Class|E|Boilers, Water|Heat|&|Hydronics|07/03/2015|LLC|303-278-4946|Paul Scarberry|27|Plumbing|07/03/2015
PLANET PLUMBING, INC|LIC-0008756|26|Mechanical Class|E|Boilers, Water|Heat & Hydronics|05/01/2015|PO BOX 19724 BOULDER, CO 80308|303-440-4330|Steve Gentry|27|Plumbing|06/20/2015
7000 S POTOMAC ST CENTENNIAL, CO 80112|26|Mechanical Class|E|Boilers, Water|Heat & Hydronics|10/23/2015|Primary Phone|Jeffrey Belk|303-766-7500|27|Plumbing|10/26/2015
5035 CHAPARRAL CT BOULDER, CO 80301|23|Mechanical Class|B|Commercial &|Residential|09/05/2015|24hr Phone|Tom Robichaud|303-442-3355|27|Plumbing|09/05/2015
RED STAR PLUMBING|LIC-0009807|26|Mechanical Class E Boilers, Water|Heat|&|Hydronics|11/21/2015|PO BOX 6061 LONGMONT, CO 80501|303-834-7571|303-827-4444|Jed McCue|27|Plumbing|04/11/2016
REPLUMB SPECIALTIES, INC|LIC-0006045|26|Mechanical Class|E|Boilers, Water|Heat|&|Hydronics|09/16/2014|12780 MILAM RD COLORADO SPRINGS, CO 80908|719-495-9090|Jennifer Fine|27|Plumbing|07/15/2015
RITTER PLUMBING & HEATING INC|LIC-0003975|26|Mechanical Class|E|Boilers, Water|Heat|&|Hydronics|01/29/2016|PO BOX 3257 BOULDER, CO 80307-3257|303-494-0608|Todd Ritter|27|Plumbing|01/29/2016
RK MECHANICAL, INC|LIC-0001066|22|Mechanical Class|A|All UMC Work|05/12/2015|3800 XANTHIA ST DENVER, CO 80238|303-355-9696|Rick Kinning|27|Plumbing|10/20/2015|28|Right-of-Way|10/20/2015
SAMMONS PLUMBING & HEATING|LIC-0001524|26|Mechanical Class|E|Boilers, Water|Heat|&|Hydronics|04/04/2016|PO BOX 17396 BOULDER, CO 80308-0396|303-447-1509|Kenneth Sammons|27|Plumbing|04/04/2016|28|Right-of-Way|06/03/2015
SERVICE EXPERTS|LIC-0002774|22|Mechanical Class|A|All UMC Work|02/17/2016|1929 NELSON RD LONGMONT, CO 80501|303-776-8556|Shannone Monahan|27|Plumbing|02/17/2016
SILVER SPRINGS PLUMBING & HEAT|LIC-0004209|26|Mechanical Class|E|Boilers, Water|Heat|&|Hydronics|10/31/2015|917 PRIMOS RD BOULDER, CO 80302|303-258-9778|Robert Bieterman|27|Plumbing|10/31/2015
STEADFAST PLUMBING INC|LIC-0009087|26|Mechanical Class|E|Boilers,|Water|Heat|&|Hydronics|09/05/2015|11907 EUDORA DR THORNTON, CO 80233|303-920-1102|Kevin Lasky|27|Plumbing|09/05/2015
STEINLEY PLUMBING, INC|LIC-0003695|26|Mechanical Class|E|Boilers,|Water|Heat|&|Hydronics|12/18/2015|1684 OLD HIGHWAY 52 ERIE, CO 80516|720.641.1821|303.828.0158|Jeffrey Steinley|27|Plumbing|12/18/2015
TOM LADD PLUMBING & HEATING|LIC-0010650|26|Mechanical Class|E|Boilers,|Water|Heat|&|Hydronics|07/03/2015|207 4TH ST WINDSOR, CO 80550|970-686-7793|Ryan Ladd|27|Plumbing|07/03/2015
TRAUTMAN & SHREVE INC|LIC-0002041|22|Mechanical|Class|A|All UMC Work|08/09/2015|4406 RACE ST DENVER, CO 80216|303-295-1414|John Berger|27|Plumbing|08/09/2015
US ENGINEERING COMPANY|LIC-0004018|23|Mechanical|Class|B|Commercial &|Residential|03/30/2016|PO BOX 905 LOVELAND, CO 80539|970-669-1666|Tim Moormeier|27|Plumbing|03/23/2016
1 DERFUL ROOFING & RESTORATION|LIC-0008559|12|General Contractor|Class|D-2|Roofing|11/30/2015|2973 S NOVA RD PINE, CO 80470|303-984-7663|Ronald Antener|28|Right-of-Way|11/15/2015
ABOVE ALL CLEANING &|LIC-0010193|07|General Contractor|Class|A|03/16/2016|RESTORATION|80033|303-292-5340|Marc Shutto|28|Right-of-Way|03/16/2016
APC CONSTRUCTION CO, LLC|LIC-0009060|14|General Contractor|Class|D-4|Land, Irrig,|Sitework|03/20/2016|14802 W 44TH AVE GOLDEN, CO 80403|303-279-6611|Jeffrey Keller|28|Right-of-Way|03/20/2016
B&M ROOFING OF COLORADO INC|LIC-0001146|12|General Contractor|Class|D-2|Roofing|02/05/2016|3768 EUREKA WY FREDERICK, CO 80516|303-641-2513|720-406-6101|303-443-5843|Rami Zarifa|28|Right-of-Way|02/05/2016
BELAIR EXCAVATING|LIC-0990133|10|General Contractor|Class|D-1|Demolition|& Moving|07/14/2015|7630 DAHLIA ST COMMERCE CITY, CO 80022|303-394-1300|Tim Burkhart|28|Right-of-Way|09/13/2015
BLACK ROOFING INC|LIC-0002951|12|General Contractor|Class|D-2|Roofing|12/16/2015|6115 BEN PL STE A BOULDER, CO 80301|303-449-5176|Tim Black|28|Right-of-Way|12/16/2015
BLACKEAGLE ENERGY SERVICES|LIC-0009948|10|General Contractor|Class|D-1|Demolition|& Moving|07/18/2015|230 COMMERCE DR BERTHOUD, CO 80513|970-532-0600|Roger Bailey|28|Right-of-Way|07/18/2015
BLUE SPRUCE DESIGN & CONST|LIC-0003310|08|General Contractor|Class|B|09/28/2015|8854 PINE CONE LN NIWOT, CO 80503|303-652-1150|Sandra Weeks|28|Right-of-Way|09/28/2015
BOWMAN CUSTOM LANDSCAPING, INC|LIC-0006178|14|General Contractor|Class|D-4|Land, Irrig,|Sitework|03/20/2016|14710 WELD COUNTY RD 7 MEAD, CO 80542|303-579-8727|Roderick Bowman|28|Right-of-Way|03/20/2016
BRANNAN CONSTRUCTION COMPANY|LIC-0960449|14|General Contractor|Class|D-4|Land, Irrig,|Sitework|09/30/2014|2500 E BRANNAN WAY DENVER, CO 80229|303-534-1231|J Marvel, Jr|28|Right-of-Way|04/23/2016
BRINKMANN CONSTRUCTORS|LIC-0010097|07|General Contractor|Class|A|11/06/2015|3855 LEWISTON ST STE 100 AURORA, CO 80011|720-606-9986|303-657-9700|Robert Brinkmann|28|Right-of-Way|06/28/2015
CALCON CONSTRUCTORS INC|LIC-0002397|07|General Contractor|Class|A|09/13/2015|2270 W BATES AVE ENGLEWOOD, CO 80110|303-762-1554|303-762-1554|James Bosshart|28|Right-of-Way|04/16/2016
CAP EXCAVATING, INC|LIC-0007196|10|General Contractor|Class|D-1|Demolition|& Moving|03/11/2016|3762 IMPERIAL ST UNIT C FREDERICK, CO 80516|303-772-2279|Kevin Braly|28|Right-of-Way|07/25/2015
CATAMOUNT CONSTRUCTORS, INC|LIC-0007047|08|General Contractor|Class|B|04/21/2015|1527 COLE BLVD STE 100 LAKEWOOD, CO 80401|720-880-2207|303-679-0087|Jeffery Cochran|28|Right-of-Way|04/21/2015
CCM CONSTRUCTION MANAGEMENT|LIC-0001348|08|General Contractor|Class|B|06/10/2015|INC|303-442-9008|Daniel Guesman|28|Right-of-Way|01/14/2016
CDC DEVELOPMENT/PORCHFRONT|LIC-0017328|08|General Contractor|Class|B|08/15/2015|HOMES|303-442-8453|Tim Coonce|28|Right-of-Way|08/13/2015
COAST TO COAST RESIDENTIAL DEV|LIC-0007970|08|General Contractor|Class|B|03/09/2016|5377 MANHATTAN CIR #103 BOULDER, CO 80303|303.554.1567|Bill Eckert|28|Right-of-Way|06/06/2015
COBURN DEVELOPMENT INC|LIC-0002624|08|General Contractor|Class|B|09/26/2015|3020 CARBON PL #203 BOULDER, CO 80301|303.442.3351|James Appel|28|Right-of-Way|09/26/2015
COKAN ENTERPRISES INC|LIC-0010536|14|General Contractor|Class|D-4|Land,|Irrig,|Sitework|02/28/2016|13831 COUNTY ROAD 22 FORT LUPTON, CO 80621|303.-227-9325|303-833-9763|Karla Ramirez|28|Right-of-Way|02/28/2016
COLARELLI CONSTRUCTION INC|LIC-0007920|07|General Contractor|Class|A|04/13/2015|111 S TEJON STE 112 COLORADO SPRINGS, CO 80903|719.475.7997|Vince Colarelli|28|Right-of-Way|04/13/2015
COLORADO CHOICE BUILDERS|LIC-0001399|08|General Contractor|Class|B|04/06/2016|PO BOX 7952 BOULDER, CO 80306|303-447-2371|303-818-2111|Thomas Engelbach|28|Right-of-Way|09/11/2015
DIG BOSS LLC|LIC-0010555|08|General Contractor|Class|B|03/19/2014|PO BOX 368 WATKINS, CO 80137|303-856-7476|John Wakeham|27|Plumbing|03/19/2016|28|Right-of-Way|03/19/2016
DILLON DEVELOPERS INC|LIC-0010176|18|General Contractor|Class|D-8|Requires|a|Permit|02/22/2016|PO BOX 1435 NEDERLAND, CO 80466|303-258-3125|HEATH DILLON|28|Right-of-Way|02/22/2016
DOHN CONSTRUCTION INC|LIC-0006074|08|General Contractor|Class|B|12/21/2015|2642 MIDPOINT DR UNIT A FORT COLLINS, CO 80525|970-566-0261|970-490-1855|Douglas Dohn|28|Right-of-Way|07/18/2015
DOUGLASS COLONY GROUP INC|LIC-0001289|12|General Contractor|Class|D-2|Roofing|05/09/2015|5901 E 58TH AVE COMMERCE CITY, CO 80022|303-288-2635|303-288-2635|Robert Bechtholdt|28|Right-of-Way|06/26/2015
DRG & ASSOCIATES, INC|LIC-0003526|08|General Contractor|Class|B|12/13/2015|5801 W ALAMEDA AVE STE A LAKEWOOD, CO 80226|303-598-5455|303-475-7890|Raymond Garcia, Jr|28|Right-of-Way|07/09/2015
DUGGAN CONSTRUCTION, LLC|LIC-0008206|07|General Contractor|Class|A|09/24/2015|1900 FOLSOM ST STE 201 BOULDER, CO 80302|303.974.8744|Christopher Duggan|28|Right-of-Way|07/17/2015
ELTON R CONSTRUCTION, LLC|LIC-0008772|09|General Contractor|Class|C|07/25/2015|1740 38TH ST BOULDER, CO 80301|303-455-9778|303-875-5378|Elton Randall|28|Right-of-Way|05/14/2015
ENERGY CONCEPTS, INC|LIC-0003946|08|General Contractor|Class|B|12/05/2015|PO BOX 238 JAMESTOWN, CO 80455|Thomas Seibert|28|Right-of-Way|09/10/2015
ENGINEERED STRUCTURES, INC|LIC-0008965|08|General Contractor|Class|B|01/30/2016|3330 E LOUISE DR STE 300 MERIDIAN, ID 83642|208-362-3040|208-362-3040|Heather Flint|28|Right-of-Way|08/21/2015
E-Z EXCAVATING, INC|LIC-0960444|10|General Contractor|Class|D-1|Demolition|&|Moving|05/13/2015|PO BOX 1439 LONGMONT, CO 80502-1439|303-772-8121|Myrl Davies|28|Right-of-Way|10/01/2015
FCI CONSTRUCTORS INC|LIC-0002338|07|General Contractor|Class|A|09/16/2015|PO BOX 1767 GRAND JUNCTION, CO 81502|970-434-9093|970-434-9093|Ed Forsman|28|Right-of-Way|09/16/2015
FIELD WEST CONSTRUCTION, LLC|LIC-0007933|08|General Contractor|Class|B|05/16/2015|PO BOX 31 BOULDER, CO 80306|303-442-2383|Daniel Drury|28|Right-of-Way|05/16/2015
FIORE & SONS, INC|LIC-0960442|07|General Contractor|Class|A|08/23/2015|730 W 62ND AVE DENVER, CO 80216|303-429-8893|Larry Fiore Jr|10|General Contractor|Class|D-1|Demolition|&|Moving|02/26/2016|28|Right-of-Way|03/11/2016
FRANSEN PITTMAN CONSTRUCTION|LIC-0008947|07|General Contractor|Class|A|01/23/2016|CO|303-783-3900|John Pittman|28|Right-of-Way|01/02/2016
FRONT RANGE EXCAVATING, INC|LIC-0960701|14|General Contractor|Class|D-4|Land, Irrig,|Sitework|05/24/2015|5275 MARSHALL ST #206 ARVADA, CO 80002|303-940-3299|Jerry Wyatt|28|Right-of-Way|05/24/2015
FRONT RANGE REMODEL|LIC-0004430|08|General Contractor|Class|B|02/13/2015|1784 QUINCE AVE BOULDER, CO 80304|303-591-3185|Gary Cotler|28|Right-of-Way|06/23/2015
GE JOHNSON CONST COMPANY INC|LIC-0002595|07|General Contractor|Class|A|07/26/2015|25 N CASCADE AVE STE 400 COLORADO SPRINGS, CO|970-377-2464|719-473-5321|Daniel Starr|28|Right-of-Way|09/26/2015
GERALD H PHIPPS INC|LIC-0001577|07|General Contractor|Class|A|04/02/2016|DBA GH PHIPPS CONSTRUCTION CO GREENWOOD|303-389-3756|303-571-5377|303-356-2324|William Breaker|28|Right-of-Way|12/22/2015
GOODLAND CONSTRUCTION, INC|LIC-0980059|14|General Contractor Class D-4 Land,|Irrig,|Sitework|12/22/2015|760 NILE ST GOLDEN, CO 80401|303-278-8100|Louis Worland|28|Right-of-Way|12/03/2015
HABILIS DESIGNBUILD|LIC-0010173|09|General Contractor|Class|C|03/04/2016|3161 3RD ST BOULDER, CO 80304|303-330-3227|Jacques Juilland|28|Right-of-Way|03/04/2016
HARLEY KEETER JR TRUCKING, INC|LIC-0960483|18|General Contractor|Class|D-8|Requires a|Permit|09/17/2015|6379 VALMONT RD BOULDER, CO 80301|303-442-2131|Ben Keeter|28|Right-of-Way|11/05/2015
HAYWARD BAKER INC|LIC-0008004|14|General Contractor|Class|D-4|Land, Irrig,|Sitework|03/20/2012|11575 WADSWORTH BLVD BROOMFIELD, CO 80020|303-469-1136|Tom Szynakiewicz|28|Right-of-Way|01/13/2016
